,_id,iterationName,eventType,finalCount,gameID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trialNum,sectionTrial,cardinality,base,target,response,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,writingTime,initTime,endTime,gender,age,comments,understood,totalLength,distracted,distractedGame,failedGame,failedOutlier,complete,nonsenseGame
2885,620c1c4aabf99347211724b8,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.26,126.0,42.0,7.0,7.0,4,he-ti,heti,1.0,0.0,{},1644960838007.0,1644960838007.0,4453.0,4453.0,1906,2547.0,1644960576637.0,1644960842460.0,,,,,,False,False,False,False,True,False
2886,620c1c4aabf99347211724b9,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.68,168.0,56.0,2.0,2.0,3,ke,ke,1.0,0.0,{},1644960842140.0,1644960842140.0,838.0,838.0,312,526.0,1644960481079.0,1644960842978.0,,,,,,False,False,False,False,True,False
2887,620c1c4cabf99347211724ba,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.71,171.0,57.0,3.0,3.0,3,nu,nu,1.0,0.0,{},1644960843981.0,1644960843981.0,917.0,917.0,304,613.0,1644960481079.0,1644960844898.0,,,,,,False,False,False,False,True,False
2888,620c1c4dabf99347211724bb,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.2,120.0,40.0,5.0,5.0,4,ti-sa,tisa,1.0,0.0,{},1644960837036.0,1644960837036.0,7584.0,7584.0,3312,4272.0,1644960456166.0,1644960844620.0,,,,,,False,False,False,False,True,False
2889,620c1c4eabf99347211724bc,run1,quiz,False,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.59,159.0,53.0,9.0,9.0,5,no-se,nose,1.0,0.0,{},1644960842315.0,1644960842315.0,3682.0,3682.0,1692,1990.0,1644960501094.0,1644960845997.0,,,,,,False,False,False,False,True,False
2890,620c1c4eabf99347211724bd,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$0.99,99.0,33.0,6.0,6.0,4,ku-to,kuto,1.0,0.0,{},1644960838378.0,1644960838378.0,3925.0,3925.0,2210,1715.0,1644960584096.0,1644960842303.0,,,,,,False,False,False,False,True,False
2891,620c1c4fabf99347211724be,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.74,174.0,58.0,4.0,4.0,3,nu-sa,nusa,1.0,0.0,{},1644960845902.0,1644960845902.0,2000.0,2000.0,1166,834.0,1644960481079.0,1644960847902.0,,,,,,False,False,False,False,True,False
2892,620c1c53abf99347211724bf,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.02,102.0,34.0,7.0,7.0,4,ku-ne,kune,1.0,0.0,{},1644960843307.0,1644960843307.0,3605.0,3605.0,2149,1456.0,1644960584096.0,1644960846912.0,,,,,,False,False,False,False,True,False
2893,620c1c54abf99347211724c0,run1,generalization,,G31,,,,61fa9068d42cb19beec49115,61df8999cc7c1c6984f5f11d,620c19ddf904c4dd69df2bfb,$1.95,195.0,,,,2,"['tu', 'ko', 'ko-tu', 'ni', 'ni-tu', 'ni-ko', 'ni-ko-tu', 'sa', 'sa-tu', 'sa-ko', 'sa-ko-tu', 'sa-ni', 'sa-ni-tu', 'sa-ni-ko', 'sa-ni-ko-tu']","{'1': ['tu'], '2': ['ko'], '3': ['kotu'], '4': ['ni'], '5': ['nitu'], '6': ['niko'], '7': ['nituko'], '8': ['sa'], '9': ['satu'], '10': ['sako'], '11': ['sakotu'], '12': ['sakoko'], '13': ['sanitu'], '14': ['saniko'], '15': ['sanituko']}",,,"{'1644960716912': 'blurred', '1644960718494': 'focused'}",1644960709440.0,,,,"{'1': [5807], '2': [13958], '3': [1668], '4': [2374], '5': [1853], '6': [2141], '7': [9085], '8': [14211], '9': [1605], '10': [2130], '11': [9811], '12': [34271], '13': [12230], '14': [23478], '15': [4740]}",,1644960292658.0,1644960852784.0,,,,,,True,False,False,False,True,False
2894,620c1c54abf99347211724c1,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.77,177.0,59.0,5.0,5.0,3,nu-ke,nuke,1.0,0.0,{},1644960848907.0,1644960848907.0,3792.0,3792.0,2828,964.0,1644960481079.0,1644960852699.0,,,,,,False,False,False,False,True,False
2895,620c1c55abf99347211724c2,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.29,129.0,43.0,8.0,8.0,4,no-he,nohe,1.0,0.0,{},1644960843462.0,1644960843462.0,9560.0,9560.0,3110,6450.0,1644960576637.0,1644960853022.0,,,,,,False,False,False,False,True,False
2896,620c1c55abf99347211724c3,run1,tutorial,False,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.59,159.0,54.0,0.0,10.0,5,hi-no,hino,1.0,0.0,{},1644960847000.0,1644960847000.0,5963.0,5963.0,2631,3332.0,1644960501094.0,1644960852963.0,,,,,,False,False,False,False,True,False
2897,620c1c55abf99347211724c4,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.23,123.0,41.0,6.0,6.0,4,ti-he,tihe,1.0,0.0,{},1644960845625.0,1644960845625.0,6687.0,6687.0,3747,2940.0,1644960456166.0,1644960852312.0,,,,,,False,False,False,False,True,False
2898,620c1c57abf99347211724c5,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.8,180.0,60.0,6.0,6.0,3,ke-nu,kenu,1.0,0.0,{},1644960853724.0,1644960853724.0,1448.0,1448.0,420,1028.0,1644960481079.0,1644960855172.0,,,,,,False,False,False,False,True,False
2899,620c1c5aabf99347211724c6,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.83,183.0,61.0,7.0,7.0,3,ke-nu-sa,kenusa,1.0,0.0,{},1644960856185.0,1644960856185.0,2744.0,2744.0,843,1901.0,1644960481079.0,1644960858929.0,,,,,,False,False,False,False,True,False
2900,620c1c5babf99347211724c7,run1,quiz,False,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.62,162.0,54.0,0.0,10.0,5,hi-no,hino,1.0,0.0,{},1644960853965.0,1644960853965.0,5230.0,5230.0,2277,2953.0,1644960501094.0,1644960859195.0,,,,,,False,False,False,False,True,False
2901,620c1c5dabf99347211724c8,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.26,126.0,42.0,7.0,7.0,4,ti-nu,tinu,1.0,0.0,{},1644960853318.0,1644960853318.0,7676.0,7676.0,4110,3566.0,1644960456166.0,1644960860994.0,,,,,,False,False,False,False,True,False
2902,620c1c5eabf99347211724c9,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.86,186.0,62.0,8.0,8.0,3,ke-nu-ke,kenuke,1.0,0.0,{},1644960859952.0,1644960859952.0,2301.0,2301.0,614,1687.0,1644960481079.0,1644960862253.0,,,,,,False,False,False,False,True,False
2903,620c1c60abf99347211724ca,run1,tutorial,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.02,102.0,35.0,8.0,8.0,4,to-ku,toku,1.0,0.0,{},1644960847915.0,1644960847915.0,12140.0,12140.0,8624,3516.0,1644960584096.0,1644960860055.0,,,,,,False,False,False,False,True,False
2904,620c1c61abf99347211724cb,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.65,165.0,55.0,1.0,1.0,5,tu,tu,1.0,0.0,{},1644960860197.0,1644960860197.0,5000.0,5000.0,4293,707.0,1644960501094.0,1644960865197.0,,,,,,False,False,False,False,True,False
2905,620c1c62abf99347211724cc,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.89,189.0,63.0,9.0,9.0,3,nu-nu,nunu,1.0,0.0,{},1644960863262.0,1644960863262.0,3317.0,3317.0,799,2518.0,1644960481079.0,1644960866579.0,,,,,,False,False,False,False,True,False
2906,620c1c64abf99347211724cd,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.05,105.0,35.0,8.0,8.0,4,to-ku,toku,1.0,0.0,{},1644960861057.0,1644960861057.0,3350.0,3350.0,1413,1937.0,1644960584096.0,1644960864407.0,,,,,,False,False,False,False,True,False
2907,620c1c64abf99347211724ce,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.68,168.0,56.0,2.0,2.0,5,hi,hi,1.0,0.0,{},1644960866199.0,1644960866199.0,2312.0,2312.0,914,1398.0,1644960501094.0,1644960868511.0,,,,,,False,False,False,False,True,False
2908,620c1c65abf99347211724cf,run1,quiz,True,G35,,,,5a74e93feea3d300016dd8ca,61df8999cc7c1c6984f5f11d,620c1a336fb6920b3ee0dbdb,$1.92,192.0,64.0,0.0,10.0,3,nu-nu-sa,nunusa,1.0,0.0,{},1644960867581.0,1644960867581.0,1984.0,1984.0,602,1382.0,1644960481079.0,1644960869565.0,,,,,,False,False,False,False,True,False
2909,620c1c67abf99347211724d0,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.71,171.0,57.0,3.0,3.0,5,ka,ka,1.0,0.0,{},1644960869514.0,1644960869514.0,1851.0,1851.0,741,1110.0,1644960501094.0,1644960871365.0,,,,,,False,False,False,False,True,False
2910,620c1c67abf99347211724d1,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.29,129.0,43.0,8.0,8.0,4,he-ti,heti,1.0,0.0,{},1644960861998.0,1644960861998.0,8618.0,8618.0,3919,4699.0,1644960456166.0,1644960870616.0,,,,,,False,False,False,False,True,False
2911,620c1c69abf99347211724d2,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.08,108.0,36.0,1.0,1.0,4,ha,ha,1.0,0.0,{},1644960865410.0,1644960865410.0,3645.0,3645.0,2359,1286.0,1644960584096.0,1644960869055.0,,,,,,False,False,False,False,True,False
2912,620c1c69abf99347211724d3,run1,survey,,G31,,,,61fa9068d42cb19beec49115,61df8999cc7c1c6984f5f11d,620c19ddf904c4dd69df2bfb,$1.95,195.0,,,,2,,,,,{},,,,,,,1644960292658.0,1644960873537.0,female,23,,yes,580986.0,False,False,False,False,True,False
2913,620c1c6aabf99347211724d4,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.74,174.0,58.0,4.0,4.0,5,se,se,1.0,0.0,{},1644960872368.0,1644960872368.0,2262.0,2262.0,791,1471.0,1644960501094.0,1644960874630.0,,,,,,False,False,False,False,True,False
2914,620c1c6babf99347211724d5,run1,tutorial,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.29,129.0,44.0,9.0,9.0,4,no-he-sa,nohesa,1.0,0.0,{},1644960854024.0,1644960854024.0,21149.0,21149.0,2641,18508.0,1644960576637.0,1644960875173.0,,,,,,False,False,False,False,True,False
2915,620c1c6dabf99347211724d6,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.11,111.0,37.0,2.0,2.0,4,to,to,1.0,0.0,{},1644960870058.0,1644960870058.0,2870.0,2870.0,1042,1828.0,1644960584096.0,1644960872928.0,,,,,,False,False,False,False,True,False
2916,620c1c6dabf99347211724d7,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.77,177.0,59.0,5.0,5.0,5,no,no,1.0,0.0,{},1644960875631.0,1644960875631.0,1802.0,1802.0,899,903.0,1644960501094.0,1644960877433.0,,,,,,False,False,False,False,True,False
2917,620c1c6fabf99347211724d8,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.14,114.0,38.0,3.0,3.0,4,ne,ne,1.0,0.0,{},1644960873930.0,1644960873930.0,1557.0,1557.0,806,751.0,1644960584096.0,1644960875487.0,,,,,,False,False,False,False,True,False
2918,620c1c72abf99347211724d9,run1,generalization,,G32,,,,603ccbf3849f5c2f8a965848,61df8999cc7c1c6984f5f11d,620c19f566d0c6a54d9f0e7b,$1.95,195.0,,,,2,"['te', 'ko', 'ko-te', 'nu', 'nu-te', 'nu-ko', 'nu-ko-te', 'ha', 'ha-te', 'ha-ko', 'ha-ko-te', 'ha-nu', 'ha-nu-te', 'ha-nu-ko', 'ha-nu-ko-te']","{'1': ['te'], '2': ['ko'], '3': ['kote'], '4': ['nu'], '5': ['nute'], '6': ['nuko'], '7': ['nukote'], '8': ['ha'], '9': ['hate'], '10': ['hako'], '11': ['hakote'], '12': ['hakoko'], '13': ['hakokote'], '14': ['hakonu'], '15': ['hakonute']}",,,{},1644960640233.0,,,,"{'1': [15799], '2': [2199], '3': [1950], '4': [2326], '5': [1149], '6': [1300], '7': [1337], '8': [1825], '9': [851], '10': [4712], '11': [50287], '12': [102875], '13': [27099], '14': [10538], '15': [13850]}",,1644960416002.0,1644960882171.0,,,,,,False,False,False,False,True,False
2919,620c1c72abf99347211724da,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.32,132.0,44.0,9.0,9.0,4,no-he-sa,nohesa,1.0,0.0,{},1644960876177.0,1644960876177.0,6099.0,6099.0,3061,3038.0,1644960576637.0,1644960882276.0,,,,,,False,False,False,False,True,False
2920,620c1c74abf99347211724db,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.8,180.0,60.0,6.0,6.0,5,no-tu,notu,1.0,0.0,{},1644960878436.0,1644960878436.0,5651.0,5651.0,2252,3399.0,1644960501094.0,1644960884087.0,,,,,,False,False,False,False,True,False
2921,620c1c75abf99347211724dc,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.35,135.0,45.0,1.0,1.0,4,sa,sa,1.0,0.0,{},1644960883286.0,1644960883286.0,1975.0,1975.0,1145,830.0,1644960576637.0,1644960885261.0,,,,,,False,False,False,False,True,False
2922,620c1c76abf99347211724dd,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.17,117.0,39.0,4.0,4.0,4,ku,ku,1.0,0.0,{},1644960876490.0,1644960876490.0,5877.0,5877.0,1053,4824.0,1644960584096.0,1644960882367.0,,,,,,False,False,False,False,True,False
2923,620c1c77abf99347211724de,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.38,138.0,46.0,2.0,2.0,4,no,no,1.0,0.0,{},1644960886267.0,1644960886267.0,1345.0,1345.0,533,812.0,1644960576637.0,1644960887612.0,,,,,,False,False,False,False,True,False
2924,620c1c79abf99347211724df,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.83,183.0,61.0,7.0,7.0,5,no-hi,nohi,1.0,0.0,{},1644960885090.0,1644960885090.0,4021.0,4021.0,1461,2560.0,1644960501094.0,1644960889111.0,,,,,,False,False,False,False,True,False
2925,620c1c79abf99347211724e0,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.41,141.0,47.0,3.0,3.0,4,ti,ti,1.0,0.0,{},1644960888614.0,1644960888614.0,1198.0,1198.0,500,698.0,1644960576637.0,1644960889812.0,,,,,,False,False,False,False,True,False
2926,620c1c7babf99347211724e1,run1,tutorial,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.29,129.0,44.0,9.0,9.0,4,he-ti-sa,hetisa,1.0,0.0,{},1644960871622.0,1644960871622.0,18678.0,18678.0,14799,3879.0,1644960456166.0,1644960890300.0,,,,,,False,False,False,False,True,False
2927,620c1c7cabf99347211724e2,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.44,144.0,48.0,4.0,4.0,4,he,he,1.0,0.0,{},1644960890814.0,1644960890814.0,1383.0,1383.0,736,647.0,1644960576637.0,1644960892197.0,,,,,,False,False,False,False,True,False
2928,620c1c7cabf99347211724e3,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.2,120.0,40.0,5.0,5.0,4,ku-ha,kuha,1.0,0.0,{},1644960883370.0,1644960883370.0,4997.0,4997.0,2382,2615.0,1644960584096.0,1644960888367.0,,,,,,False,False,False,False,True,False
2929,620c1c7dabf99347211724e4,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.86,186.0,62.0,8.0,8.0,5,no-ka,noka,1.0,0.0,{},1644960890114.0,1644960890114.0,3371.0,3371.0,1507,1864.0,1644960501094.0,1644960893485.0,,,,,,False,False,False,False,True,False
2930,620c1c81abf99347211724e5,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.47,147.0,49.0,5.0,5.0,4,he-sa,hesa,1.0,0.0,{},1644960893204.0,1644960893204.0,3862.0,3862.0,1126,2736.0,1644960576637.0,1644960897066.0,,,,,,False,False,False,False,True,False
2931,620c1c82abf99347211724e6,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.89,189.0,63.0,9.0,9.0,5,no-se,nose,1.0,0.0,{},1644960894488.0,1644960894488.0,4091.0,4091.0,1673,2418.0,1644960501094.0,1644960898579.0,,,,,,False,False,False,False,True,False
2932,620c1c82abf99347211724e7,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.32,132.0,44.0,9.0,9.0,4,he-ti-sa,hetisa,1.0,0.0,{},1644960891305.0,1644960891305.0,6549.0,6549.0,2331,4218.0,1644960456166.0,1644960897854.0,,,,,,False,False,False,False,True,False
2933,620c1c85abf99347211724e8,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.5,150.0,50.0,6.0,6.0,4,he-no,heno,1.0,0.0,{},1644960898068.0,1644960898068.0,3022.0,3022.0,980,2042.0,1644960576637.0,1644960901090.0,,,,,,False,False,False,False,True,False
2934,620c1c86abf99347211724e9,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.23,123.0,41.0,6.0,6.0,4,ku-to,kuto,1.0,0.0,{},1644960889370.0,1644960889370.0,8957.0,8957.0,5758,3199.0,1644960584096.0,1644960898327.0,,,,,,False,False,False,False,True,False
2935,620c1c87abf99347211724ea,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.35,135.0,45.0,1.0,1.0,4,sa,sa,1.0,0.0,{},1644960898859.0,1644960898859.0,3535.0,3535.0,2033,1502.0,1644960456166.0,1644960902394.0,,,,,,False,False,False,False,True,False
2936,620c1c89abf99347211724eb,run1,quiz,True,G36,,,,5e6a3e3d265930022e81c70b,61df8999cc7c1c6984f5f11d,620c1a61499992ed14a40bdc,$1.92,192.0,64.0,0.0,10.0,5,hi-no,hino,1.0,0.0,{},1644960899581.0,1644960899581.0,5532.0,5532.0,2415,3117.0,1644960501094.0,1644960905113.0,,,,,,False,False,False,False,True,False
2937,620c1c89abf99347211724ec,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.53,153.0,51.0,7.0,7.0,4,he-ti,heti,1.0,0.0,{},1644960902092.0,1644960902092.0,3304.0,3304.0,577,2727.0,1644960576637.0,1644960905396.0,,,,,,False,False,False,False,True,False
2938,620c1c8babf99347211724ed,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.26,126.0,42.0,7.0,7.0,4,ku-ne,kune,1.0,0.0,{},1644960899330.0,1644960899330.0,4053.0,4053.0,2497,1556.0,1644960584096.0,1644960903383.0,,,,,,False,False,False,False,True,False
2939,620c1c8cabf99347211724ee,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.38,138.0,46.0,2.0,2.0,4,he,he,1.0,0.0,{},1644960903399.0,1644960903399.0,3929.0,3929.0,2277,1652.0,1644960456166.0,1644960907328.0,,,,,,False,False,False,False,True,False
2940,620c1c8dabf99347211724ef,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.56,156.0,52.0,8.0,8.0,4,no-he,nohe,1.0,0.0,{},1644960906402.0,1644960906402.0,3218.0,3218.0,1139,2079.0,1644960576637.0,1644960909620.0,,,,,,False,False,False,False,True,False
2941,620c1c90abf99347211724f0,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.29,129.0,43.0,8.0,8.0,4,to-ku,toku,1.0,0.0,{},1644960904386.0,1644960904386.0,3933.0,3933.0,1896,2037.0,1644960584096.0,1644960908319.0,,,,,,False,False,False,False,True,False
2942,620c1c90abf99347211724f1,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.41,141.0,47.0,3.0,3.0,4,nu,nu,1.0,0.0,{},1644960908333.0,1644960908333.0,3717.0,3717.0,2128,1589.0,1644960456166.0,1644960912050.0,,,,,,False,False,False,False,True,False
2943,620c1c93abf99347211724f2,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.59,159.0,53.0,9.0,9.0,4,no-he-sa,nohesa,1.0,0.0,{},1644960910625.0,1644960910625.0,4960.0,4960.0,1113,3847.0,1644960576637.0,1644960915585.0,,,,,,False,False,False,False,True,False
2944,620c1c97abf99347211724f3,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.44,144.0,48.0,4.0,4.0,4,ti,ti,1.0,0.0,{},1644960913056.0,1644960913056.0,5544.0,5544.0,2460,3084.0,1644960456166.0,1644960918600.0,,,,,,False,False,False,False,True,False
2945,620c1c9dabf99347211724f4,run1,tutorial,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.29,129.0,44.0,9.0,9.0,4,to-ku-ha,tokuha,1.0,0.0,{},1644960909323.0,1644960909323.0,9989.0,9989.0,7751,2238.0,1644960584096.0,1644960919312.0,,,,,,False,False,False,False,True,False
2946,620c1c9eabf99347211724f5,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.47,147.0,49.0,5.0,5.0,4,ti-sa,tisa,1.0,0.0,{},1644960919605.0,1644960919605.0,5913.0,5913.0,3007,2906.0,1644960456166.0,1644960925518.0,,,,,,False,False,False,False,True,False
2947,620c1ca0abf99347211724f6,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.32,132.0,44.0,9.0,9.0,4,to-ku-ha,tokuha,1.0,0.0,{},1644960920315.0,1644960920315.0,4014.0,4014.0,1461,2553.0,1644960584096.0,1644960924329.0,,,,,,False,False,False,False,True,False
2948,620c1ca2abf99347211724f7,run1,tutorial,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.59,159.0,54.0,0.0,10.0,4,no-he-no,noheno,1.0,0.0,{},1644960916587.0,1644960916587.0,13420.0,13420.0,9786,3634.0,1644960576637.0,1644960930007.0,,,,,,False,False,False,False,True,False
2949,620c1ca2abf99347211724f8,run1,survey,,G32,,,,603ccbf3849f5c2f8a965848,61df8999cc7c1c6984f5f11d,620c19f566d0c6a54d9f0e7b,$1.95,195.0,,,,2,,,,,{},,,,,,,1644960416002.0,1644960930641.0,female,30,,yes,514715.0,False,False,False,False,True,False
2950,620c1ca4abf99347211724f9,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.35,135.0,45.0,1.0,1.0,4,ha,ha,1.0,0.0,{},1644960925334.0,1644960925334.0,3497.0,3497.0,2194,1303.0,1644960584096.0,1644960928831.0,,,,,,False,False,False,False,True,False
2951,620c1ca6abf99347211724fa,run1,quiz,False,G37,,,,5ae203d63cb5b0000185ccc7,61df8999cc7c1c6984f5f11d,620c1a37da7f4e2ae55104ba,$1.62,162.0,54.0,0.0,10.0,4,no-he-no,noheno,1.0,0.0,{},1644960931009.0,1644960931009.0,3594.0,3594.0,1694,1900.0,1644960576637.0,1644960934603.0,,,,,,False,False,False,False,True,False
2952,620c1ca7abf99347211724fb,run1,quiz,False,G33,,,,60a78f10810fb961978e053d,61df8999cc7c1c6984f5f11d,620c1a4e4fbad27346561f3f,$1.5,150.0,50.0,6.0,6.0,4,ti-he,tihe,1.0,0.0,{},1644960926523.0,1644960926523.0,8101.0,8101.0,4009,4092.0,1644960456166.0,1644960934624.0,,,,,,False,False,False,False,True,False
2953,620c1ca9abf99347211724fc,run1,quiz,False,G38,,,,5c851854f9d18a00165561b6,61df8999cc7c1c6984f5f11d,620c19b64c6867defd6994b5,$1.38,138.0,46.0,2.0,2.0,4,to,to,1.0,0.0,{},1644960929835.0,1644960929835.0,3620.0,3620.0,1909,1711.0,1644960584096.0,1644960933455.0,,,,,,False,False,False,False,True,False
